,id,atm_group,address,address_rus,lat,long,target,area_fias_id,area_with_type,city_with_type,city_fias_id,federal_district,capital_marker,fias_id,fias_level,region_with_type,region_fias_id,settlement_with_type,settlement_fias_id,street_with_type,street_fias_id,city_lat,city_lon,region_lat,region_lon,street_lat,street_lon,city_area,city_district_fias_id,city_district_with_type,area_lat,area_lon,settlement_lat,settlement_lon,metro_station_name_1,metro_line_name_1,metro_distance_1,metro_station_name_2,metro_line_name_2,metro_distance_2,metro_station_name_3,metro_line_name_3,metro_distance_3,street,house_fias_id,house,metro
1625,1424,1942,9A DRUZHBY AVE            KURSK       ,"проспект Дружбы, 9А, Центральный округ, Курск, Россия, 305040",51.742425,36.133511,-0.0507718645492417,,,г Курск,d790c72e-479b-4da2-90d7-842b1712a71c,Центральный,2,e8213ffc-a7c8-4016-872c-20c08a258573,8,Курская обл,ee594d5e-30a9-40dc-b9f2-0add1be44ba1,,,пр-кт Дружбы,1d16b480-cbb6-4f4f-8dbb-7acd2d64932f,51.730361,36.192647,,,51.737835,36.124222,,,Центральный округ,,,,,,,,,,,,,,Дружбы,e8213ffc-a7c8-4016-872c-20c08a258573,9А,
2846,1425,1942,44 KUTUZOVA STR.          KRASNOYARSK ,"улица Кутузова, 44, Красноярск, Россия, 660003",55.990735,92.957971,0.0411616239713761,,,г Красноярск,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd,Сибирский,2,e0d8ca04-e679-40e3-9a3e-0e50905766f8,8,Красноярский край,db9c4f8b-b706-40e2-b2b4-d31b98dcd3d1,,,ул Кутузова,c1662c8d-d329-45a3-bfab-6fb9e28cfb77,56.009477,92.852449,,,55.988777,92.955357,,,Кировский р-н,,,,,,,,,,,,,,Кутузова,e0d8ca04-e679-40e3-9a3e-0e50905766f8,44,
2847,1426,1942,222 STAVRAPOLSKAYA STR.   KRASNODAR   ,"Ставропольская улица, 222, микрорайон Черёмушки, Краснодар, Россия, 350040",45.018952,39.02896,0.0320801700572092,,,г Краснодар,7dfa745e-aa19-4688-b121-b655c11e482f,Южный,2,e737e718-daa6-4def-a29a-05b1a977be0b,8,Краснодарский край,d00e1013-16bd-4c09-b3d5-3cb09fc54bd8,,,ул Ставропольская,4332e4d3-85f3-44cc-bf12-7538e1122c2c,45.040216,38.975996,,,45.021137,39.014902,,,,,,,,,,,,,,,,,Ставропольская,e737e718-daa6-4def-a29a-05b1a977be0b,222,
1626,1428,1942,35 STOLETOVA STR.         VOLGOGRAD   ,"проспект Столетова, 35, Волгоград, Россия, 400080",48.508512,44.572087,-0.0712532265783099,,,г Волгоград,a52b7389-0cfe-46fb-ae15-298652a64cf8,Южный,2,78ac6e03-44f0-4b10-9fdf-f0cbc611b8a8,8,Волгоградская обл,da051ec8-da2e-4a66-b542-473b8d221ab4,,,пр-кт им. Столетова,b4c33058-fefa-4a8a-82bc-b374613d6b33,48.707103,44.516939,,,48.510267,44.573767,,,Красноармейский р-н,,,,,,,,,,,,,,им. Столетова,78ac6e03-44f0-4b10-9fdf-f0cbc611b8a8,35,
1627,1429,1942,54B LENINA AV.            VOLGOGRAD   ,"проспект имени В.И. Ленина, 54, Волгоград, Россия, 400005",48.7244118,44.5382767,-0.0860979970589388,,,г Волгоград,a52b7389-0cfe-46fb-ae15-298652a64cf8,Южный,2,78cb6865-fadc-4233-b26b-dba107103982,8,Волгоградская обл,da051ec8-da2e-4a66-b542-473b8d221ab4,,,пр-кт им. В.И. Ленина,725a6f24-4a06-4eb1-a277-8ccd42fc12da,48.707103,44.516939,,,,,,,,,,,,,,,,,,,,,им. В.И. Ленина,78cb6865-fadc-4233-b26b-dba107103982,54,
2848,1430,1942,10 VODOPYANOVA STR.       KRASNOYARSK ,"улица Водопьянова, 10, микрорайон Северный, Советский район, Красноярск, Россия, 660125",56.060449,92.91151,0.113976731263537,,,г Красноярск,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd,Сибирский,2,0cf53dd0-9751-4c12-a547-b200cef10c15,8,Красноярский край,db9c4f8b-b706-40e2-b2b4-d31b98dcd3d1,,,ул Водопьянова,4698c843-d8ab-42d8-a98f-cf5ef4c55ad2,56.009477,92.852449,,,56.060248,92.910818,,,Советский р-н,,,,,,,,,,,,,,Водопьянова,0cf53dd0-9751-4c12-a547-b200cef10c15,10,
2849,1433,1942,62 9-MAYA STR.            KRASNOYARSK ,"улица 9 Мая, 62, Красноярск, Россия, 660125",56.054261,92.900721,0.0525537909843456,,,г Красноярск,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd,Сибирский,2,abc3ddd6-f8a1-45e0-8c11-8bc701c81075,8,Красноярский край,db9c4f8b-b706-40e2-b2b4-d31b98dcd3d1,,,ул 9 Мая,520e040f-b55c-42c2-8dcd-c4057703a250,56.009477,92.852449,,,56.059795,92.916128,,,Советский р-н,,,,,,,,,,,,,,9 Мая,abc3ddd6-f8a1-45e0-8c11-8bc701c81075,62,
2850,1434,1942,77 9-MAYA STR.            KRASNOYARSK ,"улица 9 Мая, 77, Красноярск, Россия, 660125",56.050913,92.904369,0.0362273477190779,,,г Красноярск,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd,Сибирский,2,da927871-f5a6-4b6f-bfa0-137b48ebb225,8,Красноярский край,db9c4f8b-b706-40e2-b2b4-d31b98dcd3d1,,,ул 9 Мая,520e040f-b55c-42c2-8dcd-c4057703a250,56.009477,92.852449,,,56.059795,92.916128,,,Советский р-н,,,,,,,,,,,,,,9 Мая,da927871-f5a6-4b6f-bfa0-137b48ebb225,77,
4143,1435,1942,3 KRASNAYA SQ.            MOSCOW      ,"Красная площадь, 3, Москва, Россия, 109012",55.754638,37.621633,0.0455245375641822,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,ef37b493-e94f-4f27-9e86-f4cd80f1057f,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,Красная пл,8e39d017-db1c-413f-ae77-5f0d3b9e7ee9,55.75396,37.620393,55.75396,37.620393,55.753595,37.621031,Центральный,,Тверской р-н,,,,,Площадь Революции,Арбатско-Покровская,0.2,Охотный ряд,Сокольническая,0.5,Театральная,Замоскворецкая,0.5,Красная,ef37b493-e94f-4f27-9e86-f4cd80f1057f,3,0.2
4144,1438,1942,8 VOKZALNAYA SQ.          PODOLSK     ,"Вокзальная площадь, 8, Подольск, Московская область, Россия, 142116",55.432776,37.565111,0.0143060847203492,,,г Подольск,b22cf685-e391-42c8-aab5-a9aadb9193d4,Центральный,0,c19b6874-211f-40d6-a9d7-bccf61299b60,8,Московская обл,29251dcf-00a1-4e34-98d4-5c47484a36d4,,,Вокзальная пл,43218fa8-64b2-4878-8839-986e0fc80e4a,55.438995,37.5703445,,,55.431565,37.562919,,,,,,,,,,,,,,,,,Вокзальная,c19b6874-211f-40d6-a9d7-bccf61299b60,8,
1628,1441,1942,2A FESTIVALNAYA STR.      MOSCOW      ,"Фестивальная улица, 2А, Москва, Россия, 125565",55.854032,37.475854,0.0658862391501843,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,69b779e7-4fb1-4392-b90b-f832bd66270b,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Фестивальная,2c35c6e9-290d-4b71-b9ed-5981fc170d25,55.75396,37.620393,55.75396,37.620393,55.859569,37.491548,Северный,,,,,,,Речной вокзал,Замоскворецкая,0.1,Беломорская,Замоскворецкая,1.3,Водный стадион,Замоскворецкая,1.8,Фестивальная,69b779e7-4fb1-4392-b90b-f832bd66270b,2А,0.1
4145,1442,1942,3 ROSSOSHANSKIY AV.       MOSCOW      ,"Россошанская улица, 3А, Москва, Россия, 117535",55.596849,37.60814,0.0209220949294106,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,285a2628-c7e0-4992-a65a-f2e8d1819bb5,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Россошанская,2153026a-08cb-4c30-b107-5cbb6099556c,55.75396,37.620393,55.75396,37.620393,55.594662,37.608194,Южный,,Чертаново Южное р-н,,,,,Улица Академика Янгеля,Серпуховско-Тимирязевская,0.4,Красный строитель,Курско-Рижский,0.9,Пражская,Серпуховско-Тимирязевская,1.6,Россошанская,285a2628-c7e0-4992-a65a-f2e8d1819bb5,3А,0.4
252,1443,1942,8 NOVATOROV BLVD.         S.-PETERBURG,"бульвар Новаторов, 8, Санкт-Петербург, Россия, 198216",59.850595,30.26938,-0.0049598328263284,,,г Санкт-Петербург,c2deb16a-0330-4f05-821f-1d09c93331e6,Северо-Западный,0,2396d2d8-8f00-4923-b5bf-aa94e9201bd1,7,г Санкт-Петербург,c2deb16a-0330-4f05-821f-1d09c93331e6,,,б-р Новаторов,2396d2d8-8f00-4923-b5bf-aa94e9201bd1,59.939084,30.315879,59.939084,30.315879,59.842061,30.259418,,,Кировский р-н,,,,,Ленинский проспект,Кировско-Выборгская,0.1,Проспект Ветеранов,Кировско-Выборгская,1.4,Автово,Кировско-Выборгская,1.9,Новаторов,,,0.1
4146,1444,1942,1-2 MANEZHNAYA STR.       MOSCOW      ,"Манежная улица, 7, Москва, Россия, 119019",55.750358,37.611149,0.0171749872612457,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,ef150744-dc03-44d5-8bac-d3e0e469cb48,7,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Манежная,ef150744-dc03-44d5-8bac-d3e0e469cb48,55.75396,37.620393,55.75396,37.620393,55.752992,37.612677,Центральный,,Тверской р-н,,,,,Боровицкая,Серпуховско-Тимирязевская,0.1,Библиотека им.Ленина,Сокольническая,0.2,Александровский сад,Филёвская,0.3,Манежная,,,0.1
1629,1445,1942,21A YABLOCHKOVA STR.      MOSCOW      ,"улица Яблочкова, 21А, Москва, Россия, 127322",55.819489,37.578271,0.0319512284335376,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,6d11488f-e52b-4e67-92ca-b5bc0b52dd02,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Яблочкова,164458d4-82b0-4ad3-b219-079c9778b6c8,55.75396,37.620393,55.75396,37.620393,55.820177,37.580625,Северо-восточный,,Бутырский р-н,,,,,Тимирязевская,Московский монорельс,0.1,Тимирязевская,Белорусско-Савеловский,0.2,Тимирязевская,Серпуховско-Тимирязевская,0.3,Яблочкова,6d11488f-e52b-4e67-92ca-b5bc0b52dd02,21А,0.1
4147,1451,1942,14-3 OREKHOVIY BLVD.      MOSCOW      ,"Ореховый бульвар, 14к3, Москва, Россия, 115582",55.609675,37.720106,0.107550023507896,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,0b9214ef-0387-4ef8-ac29-b47d6bab2bbb,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,Ореховый б-р,8a08ffad-231f-4a8a-b622-f4274785f220,55.75396,37.620393,55.75396,37.620393,55.613163,37.731497,Южный,,,,,,,Домодедовская,Замоскворецкая,0.2,Красногвардейская,Замоскворецкая,1.5,Зябликово,Люблинско-Дмитровская,1.6,Ореховый,0b9214ef-0387-4ef8-ac29-b47d6bab2bbb,14,0.2
5252,1454,1942,40 LIT A FURSHTATSKAYA    SANKT-PETERS,"озеро Лит, Тазовский район, Ямало-Ненецкий автономный округ, Россия",67.5023,80.840713,-0.0597373223351727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,1455,1942,20 SHEREMETEVSKAYA STR.   MOSCOW      ,"Шереметьевская улица, 20, Москва, Россия, 129594",55.803469,37.618848,0.0166926825102535,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,4deb2a72-def7-4560-9519-398da0365fdf,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Шереметьевская,beec4ff3-06c2-4cbf-8cc9-0e68702f22a3,55.75396,37.620393,55.75396,37.620393,55.802108,37.61574,Северо-восточный,,,,,,,Марьина Роща,Калужско-Нижегородский,0.3,Марьина Роща,Большая кольцевая линия,0.8,Марьина Роща,Люблинско-Дмитровская,1.1,Шереметьевская,4deb2a72-def7-4560-9519-398da0365fdf,20,0.3
5358,1457,1942,26 LENINSKAYA SLOBODA     MOSCOW      ,"улица Ленинская Слобода, 26, Москва, Россия, 115280",55.710124,37.654601,0.0463408131698512,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,e3e13b19-48c4-4c89-84d6-0908a8b599b0,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Ленинская Слобода,62d9bfcb-278d-48e6-ba60-c23e9776d305,55.75396,37.620393,55.75396,37.620393,55.709835,37.655769,Южный,,Даниловский р-н,,,,,Автозаводская,Замоскворецкая,0.4,Автозаводская,МЦК,0.7,ЗИЛ,МЦК,1.4,Ленинская Слобода,e3e13b19-48c4-4c89-84d6-0908a8b599b0,26,0.4
339,1458,1942,11-1 M.KATUKOVA STR.      MOSCOW      ,"улица Маршала Катукова, 11к1, Москва, Россия, 123181",55.810966,37.403863,0.007662173175953,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,95fbe0da-aacb-4142-8157-7e55922e2033,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Маршала Катукова,7ba3f94a-123e-4bd6-9b50-5fddfe3ca7c6,55.75396,37.620393,55.75396,37.620393,55.810005,37.403998,Северо-западный,,р-н Строгино,,,,,Строгино,Арбатско-Покровская,0.8,Мякинино,Арбатско-Покровская,1.8,Спартак,Таганско-Краснопресненская,2.1,Маршала Катукова,95fbe0da-aacb-4142-8157-7e55922e2033,11,0.8
2851,1459,1942,2 B.TULSKAYA STR          MOSCOW      ,"Малая Тульская улица, 2с3, Москва, Россия, 115191",55.709393,37.619612,0.0572357036805873,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,ae3103c4-ca55-44cf-966e-b5181251b7f1,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Большая Тульская,44004161-2eb3-4cbf-882f-fdc164cff6da,55.75396,37.620393,55.75396,37.620393,55.70741,37.621282,Южный,,,,,,,Тульская,Серпуховско-Тимирязевская,0.4,Шаболовская,Калужско-Рижская,1.2,Площадь Гагарина,МЦК,1.9,Большая Тульская,ae3103c4-ca55-44cf-966e-b5181251b7f1,2,0.4
1631,1460,1942,6A PANFILOVSKIY AV.       MOSCOW      ,"Панфиловский проспект, 6А, Зеленоград, Москва, Россия, 124460",56.008797,37.200044,0.0547960354690285,,,г Зеленоград,ec44c0ee-bf24-41c8-9e1c-76136ab05cbf,Центральный,0,9f98a659-026b-4f02-be88-e394969c7962,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,Панфиловский пр-кт,f627cd39-e513-4c90-b4ed-95709a0d96ff,55.991893,37.21439,55.75396,37.620393,55.989753,37.184566,Зеленоградский,,,,,,,,,,,,,,,,Панфиловский,9f98a659-026b-4f02-be88-e394969c7962,6А,
340,1461,1942,7 KOZHEVNICHESKAYA STR    MOSCOW      ,"Кожевническая улица, 7, Москва, Россия, 115114",55.729838,37.645717,0.061543640515858,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,0dca710b-8bf9-4a88-ba0c-4e6234963f0a,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Кожевническая,3cc02b38-c490-428d-8fe4-2bb51c627079,55.75396,37.620393,55.75396,37.620393,55.72929,37.646462,Центральный,,,,,,,Павелецкая,Замоскворецкая,0.4,Павелецкая,Кольцевая,0.6,Таганская,Таганско-Краснопресненская,1.1,Кожевническая,0dca710b-8bf9-4a88-ba0c-4e6234963f0a,7,0.4
2852,1462,1942,12 DEKABRISTOV STR.       MOSCOW      ,"улица Декабристов, 12, Москва, Россия, 127562",55.863106,37.602049,0.0250124585760314,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,dfc49554-e8e5-4c55-acc5-da4e93fe1118,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Декабристов,54bc8179-f741-4207-afe7-dcb5f1faf4e7,55.75396,37.620393,55.75396,37.620393,55.863752,37.606029,Северо-восточный,,Отрадное р-н,,,,,Отрадное,Серпуховско-Тимирязевская,0.2,Владыкино,Серпуховско-Тимирязевская,1.8,Дегунино,Белорусско-Савеловский,1.8,Декабристов,dfc49554-e8e5-4c55-acc5-da4e93fe1118,12,0.2
5359,1463,1942,4A KAZANSKOE H/W.         NIZHNIY NOVG,"Казанское шоссе, 4А, Нижний Новгород, Россия, 603163",56.294591,44.077241,-0.060577494738262,,,г Нижний Новгород,555e7d61-d9a7-4ba6-9770-6caa8198c483,Приволжский,2,4ececd01-25b9-419c-82b7-f1638b964689,8,Нижегородская обл,88cd27e2-6a8a-4421-9718-719a28a0a088,,,Казанское шоссе,a49d62f3-5cb6-4455-af3e-7d9aee413f24,56.324133,44.005299,,,56.28976,44.075444,,,Нижегородский р-н,,,,,,,,,,,,,,Казанское,4ececd01-25b9-419c-82b7-f1638b964689,4а,
2853,1464,1942,165 RODIONOVA STR.        NIZHNIY NOVG,"улица Родионова, 165, Нижний Новгород, Россия, 603093",56.313648,44.069731,-0.0035063691545622,,,г Нижний Новгород,555e7d61-d9a7-4ba6-9770-6caa8198c483,Приволжский,2,f055fcf8-ed3d-4bc8-99a6-fdffdcd165ae,8,Нижегородская обл,88cd27e2-6a8a-4421-9718-719a28a0a088,,,ул Родионова,2dec5dc5-499a-40ad-9c84-35b9aea99a69,56.324133,44.005299,,,56.318032,44.063218,,,Нижегородский р-н,,,,,Горьковская,Автозаводская,4.6,,,,,,,Родионова,f055fcf8-ed3d-4bc8-99a6-fdffdcd165ae,165,4.6
2854,1467,1942,130A TROLLEYNAYA STR.     NOVOSIBIRSK ,"Троллейная улица, 130А, Новосибирск, Россия, 630107",54.966463,82.852966,0.0319460641222775,,,г Новосибирск,8dea00e3-9aab-4d8e-887c-ef2aaa546456,Сибирский,2,e2f4f994-0c60-49dd-91cb-e9ff6286b712,8,Новосибирская обл,1ac46b49-3209-4814-b7bf-a509ea1aecd9,,,ул Троллейная,114144b8-2ee2-4fc8-9977-d38b02ab138d,55.028141,82.921117,,,54.963222,82.850595,,,Ленинский р-н,,,,,Площадь Маркса,Ленинская,3.2,Студенческая,Ленинская,4.2,,,,Троллейная,e2f4f994-0c60-49dd-91cb-e9ff6286b712,130а,3.2
4148,1468,1942,6/1 LENINA STR.           BERDSK      ,"улица Ленина, 6/1, Бердск, Новосибирская область, Россия, 633011",54.764994,83.08077,-0.0598049417419207,,,г Бердск,fd0191f4-4687-42d9-be64-4ebc7824bd08,Сибирский,0,3d7c98d5-40de-449f-a856-b3fe9b6e8a2f,8,Новосибирская обл,1ac46b49-3209-4814-b7bf-a509ea1aecd9,,,ул Ленина,8552edb1-c5d4-4d8f-b55e-1609c01b750b,54.758288,83.107135,,,54.764454,83.094029,,,,,,,,,,,,,,,,,Ленина,3d7c98d5-40de-449f-a856-b3fe9b6e8a2f,6/1,
2855,1470,1942,65A MOSKOVSKOE H/W.       RYAZAN      ,"Московское шоссе, 65А, Рязань, Россия",54.650568,39.63606,-0.0696484231685769,,,г Рязань,86e5bae4-ef58-4031-b34f-5e9ff914cd55,Центральный,2,4c403a49-cfad-460a-af4a-8f90dd98c451,8,Рязанская обл,963073ee-4dfc-48bd-9a70-d2dfc6bd1f31,,,Московское шоссе,84fa0af8-4d1a-460f-ba2b-368c2d1d9c83,54.625475,39.73593,,,54.648391,39.650118,,,,,,,,,,,,,,,,,Московское,4c403a49-cfad-460a-af4a-8f90dd98c451,65а,
5360,1471,1942,18/40 SOKOLOVAYA STR.     SARATOV     ,"Соколовая улица, 18/40, Саратов, Россия, 410031",51.531175,46.06303,0.0012017726445119,,,г Саратов,bf465fda-7834-47d5-986b-ccdb584a85a6,Приволжский,2,9295bfd5-9955-48bf-844f-0f6719e5e8ac,8,Саратовская обл,df594e0e-a935-4664-9d26-0bae13f904fe,,,ул Соколовая,e4c67e9b-21fb-4a62-b7cc-b6d8a80671b5,51.533557,46.034257,,,51.544889,46.029909,,,,,,,,,,,,,,,,,Соколовая,9295bfd5-9955-48bf-844f-0f6719e5e8ac,18/40,
253,1472,1942,6 POLYARNIKOV STR.        S.-PETERBURG,"улица Полярников, 6, Санкт-Петербург, Россия, 192171",59.876549,30.43785,-0.0536300965160647,,,г Санкт-Петербург,c2deb16a-0330-4f05-821f-1d09c93331e6,Северо-Западный,0,e19b7157-963c-48ed-acd2-b7954c1530e4,7,г Санкт-Петербург,c2deb16a-0330-4f05-821f-1d09c93331e6,,,ул Полярников,e19b7157-963c-48ed-acd2-b7954c1530e4,59.939084,30.315879,59.939084,30.315879,59.877181,30.437752,,,Невский р-н,,,,,Ломоносовская,Невско-Василеостровская,0.2,Пролетарская,Невско-Василеостровская,2.2,Елизаровская,Невско-Василеостровская,2.4,Полярников,,,0.2
1632,1473,1942,1 NEFTEYUGANSKOE H/W.     SURGUT      ,"Нефтеюганское шоссе, 1, Сургут, Ханты-Мансийский автономный округ, Россия, 628404",61.2775,73.365733,9.9746611289969E-05,,,г Сургут,f1eb1809-47d4-4f0b-9a74-fa416e9d3df2,Уральский,0,2f8f52df-a368-432b-81f6-c769760b19b2,8,Ханты-Мансийский Автономный округ - Югра,d66e5325-3a25-4d29-ba86-4ca351d9704b,,,Нефтеюганское шоссе,ef6528a3-98b0-420b-9341-a50fb332c8c9,61.254052,73.396204,,,61.268258,73.421617,,,,,,,,,,,,,,,,,Нефтеюганское,2f8f52df-a368-432b-81f6-c769760b19b2,1,
2856,1474,1942,57 KRASNOGO ZNAMENI AV.   VLADIVOSTOK ,"проспект Красного Знамени, 57, Владивосток, Приморский край, Россия",43.127499,131.906299,0.0404065304212966,,,г Владивосток,7b6de6a5-86d0-4735-b11a-499081111af8,Дальневосточный,2,1b76a325-006d-4d1c-862a-4b71b5bed354,8,Приморский край,43909681-d6e1-432d-b61f-ddac393cb5da,,,пр-кт Красного Знамени,dee07cb5-6f66-43e4-8dcd-be71037f5df1,43.116391,131.882421,,,43.126722,131.911805,,,,,,,,,,,,,,,,,Красного Знамени,1b76a325-006d-4d1c-862a-4b71b5bed354,57,
4149,1475,1942,191 ZORGE STR.            NOVOSIBIRSK ,"улица Зорге, 191, Затулинский жилмассив, Кировский район, Новосибирск, Россия",54.934991,82.91592,-0.0074358665627504,,,г Новосибирск,8dea00e3-9aab-4d8e-887c-ef2aaa546456,Сибирский,2,e695a49e-05a1-44c8-858a-fbe25454f348,8,Новосибирская обл,1ac46b49-3209-4814-b7bf-a509ea1aecd9,,,ул Зорге,1ad1c148-b6e9-44cb-93e7-e9a6b5db6b23,55.028141,82.921117,,,54.935953,82.913459,,,Кировский р-н,,,,,,,,,,,,,,Зорге,e695a49e-05a1-44c8-858a-fbe25454f348,191,
1633,1477,1942,23 FRUNZE STR.            TOGLIATTI   ,"улица Фрунзе, 23, Тольятти, Самарская область, Россия, 445027",53.51371,49.284146,0.0187439452987944,,,г Тольятти,242e87c1-584d-4360-8c4c-aae2fe90048e,Приволжский,0,feed3ec4-bac5-453b-a444-7297829665b7,8,Самарская обл,df3d7359-afa9-4aaa-8ff9-197e73906b1c,,,ул Фрунзе,65e80f29-3177-45c2-b1c4-9da863233724,53.5205667,49.3894799,,,53.51469,49.282035,,,Автозаводский р-н,,,,,,,,,,,,,,Фрунзе,feed3ec4-bac5-453b-a444-7297829665b7,23,
2857,1480,1942,16A DZERZHINSKOGO STR.    TOGLIATTI   ,"Самарская обл, г Тольятти, ул Дзержинского, влд 16А",53.5329421,49.33934,-0.0005347627218996,,,г Тольятти,242e87c1-584d-4360-8c4c-aae2fe90048e,Приволжский,0,514ed7aa-dae1-4daf-85f0-8c7af8c7d83a,8,Самарская обл,df3d7359-afa9-4aaa-8ff9-197e73906b1c,,,ул Дзержинского,b7457673-c107-4bc6-8151-a101dc721221,,,,,,,,,р-н Автозаводский,,,,,,,,,,,,,,Дзержинского,514ed7aa-dae1-4daf-85f0-8c7af8c7d83a,16а,
4150,1481,1942,52A REVOLYUTSIONNAYA STR. TOGLIATTI   ,"Самарская обл, г Тольятти, ул Революционная, влд 52А",53.5179137,49.2718567,0.0317934860937289,,,г Тольятти,242e87c1-584d-4360-8c4c-aae2fe90048e,Приволжский,0,26e70393-601d-413c-ad26-34d8d55356af,8,Самарская обл,df3d7359-afa9-4aaa-8ff9-197e73906b1c,,,ул Революционная,41c98ade-6af8-40dc-b94a-75f54b35b501,,,,,,,,,р-н Автозаводский,,,,,,,,,,,,,,Революционная,26e70393-601d-413c-ad26-34d8d55356af,52а,
5361,1482,1942,16-1 SNEZHNAYA STR.       MOSCOW      ,"Снежная улица, 16к1, Москва, Россия, 129323",55.851161,37.646013,0.0675998213403865,,,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,Центральный,0,9045b0da-9ada-40f4-bb33-cea44d2c498f,8,г Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,,,ул Снежная,9120b43f-2fae-4838-a144-85e43c2bfb29,55.75396,37.620393,55.75396,37.620393,55.852405,37.646947,Северо-восточный,,р-н Свиблово,,,,,Свиблово,Калужско-Рижская,0.7,Ботанический сад,МЦК,0.7,Ботанический сад,Калужско-Рижская,0.9,Снежная,9045b0da-9ada-40f4-bb33-cea44d2c498f,16,0.7
5253,1483,1942,137B MOSKOVSKIY AV.       S.-PETERBURG,"г Санкт-Петербург, пр-кт Московский, д 137 литера б",59.881719,30.314673,-0.0472880956402516,,,,,Северо-Западный,0,01a875b3-6273-4853-8f57-5d101268cd46,8,г Санкт-Петербург,c2deb16a-0330-4f05-821f-1d09c93331e6,,,пр-кт Московский,01b3acfc-5a4d-4d0f-a2de-67aef6effe31,,,,,,,,,р-н Московский,,,,,,,,,,,,,,Московский,01a875b3-6273-4853-8f57-5d101268cd46,137,0.4
341,1484,1942,6 FRUNZE STR.             TOGLIATTI   ,"улица Фрунзе, 6, Тольятти, Самарская область, Россия, 445051",53.514016,49.298222,-0.0206237658645738,,,г Тольятти,242e87c1-584d-4360-8c4c-aae2fe90048e,Приволжский,0,e3d3071d-2b8d-43a9-876a-eee1268f62de,8,Самарская обл,df3d7359-afa9-4aaa-8ff9-197e73906b1c,,,ул Фрунзе,65e80f29-3177-45c2-b1c4-9da863233724,53.5205667,49.3894799,,,53.51469,49.282035,,,Автозаводский р-н,,,,,,,,,,,,,,Фрунзе,e3d3071d-2b8d-43a9-876a-eee1268f62de,6,
2858,1485,1942,29 POBEDY STR.            TOGLISTTI   ,"улица Победы, 29, Тольятти, Самарская область, Россия",53.51908,49.425532,-0.0020253963432091,,,г Тольятти,242e87c1-584d-4360-8c4c-aae2fe90048e,Приволжский,0,c50c7eed-e51c-4ec4-ace4-609bf73e0978,8,Самарская обл,df3d7359-afa9-4aaa-8ff9-197e73906b1c,,,ул Победы,c89f4c1e-7361-49cb-a079-174312bf4c3b,53.5205667,49.3894799,,,53.510969,49.275091,,,Центральный р-н,,,,,,,,,,,,,,Победы,c50c7eed-e51c-4ec4-ace4-609bf73e0978,31а,
