id_0,id,atm_group,address,address_rus,lat,long,target,federal_district,region_with_type,area_with_type,city_with_type,city_area,city_district_with_type,capital_marker,settlement_with_type,street_with_type,house,nearest_metro_distance,metro_station_name_1,metro_line_name_1,metro_distance_1,metro_station_name_2,metro_line_name_2,metro_distance_2,metro_station_name_3,metro_line_name_3,metro_distance_3,locality_area,locality_population
1398,296.0,1022.0,ABB 46-33 YAMASHEVA PR.   KAZAN       ,"проспект Ямашева, 46/33, Казань, Республика Татарстан, Россия, 420124",55.829578,49.118586,-0.0311716615346012,Приволжский,Респ Татарстан,,г Казань,,,2.0,,пр-кт Ямашева,46/33,1.9,Козья слобода,Центральная,1.9,Яшьлек (Юность),Центральная,2.2,Северный вокзал,Центральная,2.7,635.900158,1257391.0
1399,297.0,1022.0,ABB 46-33 YAMASHEVA PR.   KAZAN       ,"проспект Ямашева, 46/33, Казань, Республика Татарстан, Россия, 420124",55.829578,49.118586,-0.0518641193635749,Приволжский,Респ Татарстан,,г Казань,,,2.0,,пр-кт Ямашева,46/33,1.9,Козья слобода,Центральная,1.9,Яшьлек (Юность),Центральная,2.2,Северный вокзал,Центральная,2.7,635.900158,1257391.0
1400,298.0,1022.0,ABB 46-33 YAMASHEVA PR.   KAZAN       ,"проспект Ямашева, 46/33, Казань, Республика Татарстан, Россия, 420124",55.829578,49.118586,-0.0876145770962589,Приволжский,Респ Татарстан,,г Казань,,,2.0,,пр-кт Ямашева,46/33,1.9,Козья слобода,Центральная,1.9,Яшьлек (Юность),Центральная,2.2,Северный вокзал,Центральная,2.7,635.900158,1257391.0
1401,299.0,1022.0,ABB 11 CHISTOPOLSKAYA     KAZAN       ,"Чистопольская улица, 11, Казань, Республика Татарстан, Россия, 420066",55.820126,49.107474,-0.117380825768114,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Чистопольская,11,0.7,Козья слобода,Центральная,0.7,Яшьлек (Юность),Центральная,1.8,Кремлевская,Центральная,2.8,635.900158,1257391.0
1389,300.0,1022.0,ABB 18 B POBEDY PR.       KAZAN       ,"проспект Победы, 18, Казань, Республика Татарстан, Россия, 420138",55.741105,49.195653,-0.0639258291648305,Приволжский,Респ Татарстан,,г Казань,,,2.0,,пр-кт Победы,18,1.3,Проспект Победы,Центральная,1.3,Дубравная,Центральная,1.5,Горки,Центральная,2.2,635.900158,1257391.0
3761,301.0,32.0,"VOLOKOLAMSKOE SH,1.1   KRASNOGORSK    ","Волоколамское шоссе, 1с1, Красногорск, Московская область, Россия, 143402",55.818321,37.339023,-0.125552757140822,Центральный,Московская обл,,г Красногорск,,,1.0,,Волоколамское шоссе,1,,,,,,,,,,,21.89364,175554.0
5018,302.0,32.0,"BOLSH. MORSKAYA,14A    S.PETERBURG    ","Большая Морская улица, 14, Санкт-Петербург, Россия, 191186",59.935958,30.317674,-0.124396583997997,Северо-Западный,г Санкт-Петербург,,г Санкт-Петербург,,,0.0,,ул Большая Морская,,0.1,Адмиралтейская,Фрунзенско-Приморская,0.1,Невский проспект,Московско-Петроградская,0.5,Гостиный двор,Невско-Василеостровская,0.9,2293.98675,5398064.0
1256,303.0,32.0,"PUSHKINA, 17           USSURIYSK      ","улица Пушкина, 17, Уссурийск, Приморский край, Россия, 692512",43.798912,131.94551,0.013922412957613,Дальневосточный,Приморский край,,г Уссурийск,,,0.0,,ул Пушкина,17,,,,,,,,,,,135.707144,173640.0
5019,305.0,32.0,"PR.100LET VLADIV,88    VLADIVOSTOK    ","г Владивосток, пр-кт 100-летия Владивостока, д 88",43.168786,131.915956,-0.0648287048341364,Дальневосточный,Приморский край,,г Владивосток,,р-н Советский,2.0,,пр-кт 100-летия Владивостока,88,,,,,,,,,,,329.591077,606561.0
2509,306.0,32.0,"OKEANSKIY PR., 131V    VLADIVOSTOK    ","Океанский проспект, 131В, Владивосток, Приморский край, Россия, 690002",43.133499,131.903128,-0.0993124936913647,Дальневосточный,Приморский край,,г Владивосток,,,2.0,,Океанский пр-кт,131в,,,,,,,,,,,329.591077,606561.0
1257,308.0,32.0,"MARKOVSKOGO, 45        KRASNOYARSK    ","улица Марковского, 45, Красноярск, Россия, 660049",56.015012,92.873484,-0.0153659819925736,Сибирский,Красноярский край,,г Красноярск,,Центральный р-н,2.0,,ул Марковского,45,,,,,,,,,,,0.0,1093771.0
1258,309.0,32.0,"VYBORGSKAYA NAB,61     ST.PETERBURG   ","Выборгская набережная, 61, Санкт-Петербург, Россия, 197342",59.980682,30.322471,-0.0823035760998919,Северо-Западный,г Санкт-Петербург,,г Санкт-Петербург,,,0.0,,Выборгская наб,,1.3,Лесная,Кировско-Выборгская,1.3,Чёрная речка,Московско-Петроградская,1.3,Петроградская,Московско-Петроградская,1.7,2293.98675,5398064.0
5020,310.0,32.0,"POKROVKA, 31.1         MOSCOW         ","улица Покровка, 31с1, Москва, Россия, 105062",55.7606952,37.6495895,-0.12129442313089,Центральный,г Москва,,,Центральный,Басманный р-н,0.0,,ул Покровка,31,0.6,Курская,Арбатско-Покровская,0.6,Курская,Кольцевая,0.8,Чкаловская,Люблинско-Дмитровская,0.8,2562.617022,12678079.0
5021,312.0,32.0,"VARSHAVSKOE, 1C.1.2    MOSCOW         ","Варшавское шоссе, 1с1, Москва, Россия, 117105",55.703987,37.626187,-0.0620400053633821,Центральный,г Москва,,г Москва,Южный,,0.0,,Варшавское шоссе,,0.7,Тульская,Серпуховско-Тимирязевская,0.7,ЗИЛ,МЦК,1.5,Верхние Котлы,МЦК,1.6,2562.617022,12678079.0
5,313.0,32.0,"RUSSKAYA, 16           VLADIVOSTOK    ","Русская улица, 16, Владивосток, Приморский край, Россия, 690039",43.16586,131.908212,-0.145001231474755,Дальневосточный,Приморский край,,г Владивосток,,Советский р-н,2.0,,ул Русская,16,,,,,,,,,,,329.591077,606561.0
5149,314.0,1022.0,ABB METRO AMETEVO         KAZAN       ,"метро Аметьево, Центральная линия, Казань, Республика Татарстан, Россия",55.7943584,49.1114975,-0.126762369846516,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Центральная,,,,,,,,,,,,635.900158,1257391.0
1402,315.0,1022.0,ABB 47 K.MARKSA           CHEBOKSARY  ,"улица Карла Маркса, 47, Чебоксары, Чувашская Республика, Россия",56.134405,47.247889,-0.0983108059752769,Приволжский,Чувашская республика - Чувашия,,г Чебоксары,,,2.0,,ул К.Маркса,47,,,,,,,,,,,110.737463,497618.0
3894,316.0,1022.0,ABB 33 MAKSIMOVA          KAZAN       ,"улица Максимова, 33, Казань, Республика Татарстан, Россия, 420127",55.861186,49.086759,-0.0767454171115372,Приволжский,Респ Татарстан,,г Казань,,Авиастроительный р-н,2.0,,ул Максимова,33,0.6,Авиастроительная,Центральная,0.6,Северный вокзал,Центральная,2.2,Яшьлек (Юность),Центральная,3.7,635.900158,1257391.0
145,317.0,1022.0,ABB METRO ST.PL. TUKAYA   KAZAN       ,"метро Площадь Габдуллы Тукая, Центральная линия, Казань, Республика Татарстан, Россия",55.786065,49.124542,-0.0850376560508537,Приволжский,Респ Татарстан,,г Казань,,Вахитовский р-н,2.0,,ул Петербургская,1,,,,,,,,,,,635.900158,1257391.0
3905,318.0,1022.0,ABB 43 MIRA PR-KT         ELABUGA     ,"проспект Мира, 43, Елабуга, муниципальное образование город Елабуга, Республика Татарстан, Россия, 423600",55.754264,52.013946,-0.0242626165990127,Приволжский,Респ Татарстан,Елабужский р-н,г Елабуга,,,1.0,,пр-кт Мира,43,,,,,,,,,,,41.123374,73962.0
2640,319.0,1022.0,ABB 71A YAMASHEVA PR.     KAZAN       ,"проспект Ямашева, 71А, Казань, Республика Татарстан, Россия, 420126",55.826205,49.135439,-0.0450376847653918,Приволжский,Респ Татарстан,,г Казань,,,2.0,,пр-кт Ямашева,71а,2.5,Козья слобода,Центральная,2.5,Яшьлек (Юность),Центральная,3.3,Северный вокзал,Центральная,3.8,635.900158,1257391.0
146,322.0,1022.0,ABB 45 KH. MAVLYUTOVA     KAZAN       ,"улица Хусаина Мавлютова, 45, Казань, Республика Татарстан, Россия, 420101",55.744617,49.192832,-0.0275358485687054,Приволжский,Респ Татарстан,,г Казань,,Приволжский р-н,2.0,,ул Хусаина Мавлютова,45,1.1,Проспект Победы,Центральная,1.1,Дубравная,Центральная,1.7,Горки,Центральная,1.8,635.900158,1257391.0
147,323.0,1022.0,"ABB 71 KRAJNOVA           BAZ.MATAKI, ","улица Крайнова, 71, село Базарные Матаки, Алькеевский район, Республика Татарстан, Россия, 422870",54.904359,49.924034,-0.0625526290792645,Приволжский,Респ Татарстан,Алькеевский р-н,,,,1.0,село Базарные Матаки,ул Крайнова,71,,,,,,,,,,,68012.940556,3902888.0
3906,324.0,1022.0,ABB 6 SPARTAKOVSKAYA      KAZAN       ,"Спартаковская улица, 6, Казань, Республика Татарстан, Россия, 420107",55.778866,49.129573,-0.0532111009650682,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Спартаковская,6,0.8,Суконная слобода,Центральная,0.8,Площадь Тукая,Центральная,1.0,Кремлевская,Центральная,2.4,635.900158,1257391.0
2641,325.0,1022.0,ABB 99 GAGARINA           SAMARA      ,"улица Гагарина, 99, Самара, Россия",53.200226,50.198954,-0.101009427464141,Приволжский,Самарская обл,,г Самара,,Советский р-н,2.0,,ул Гагарина,99,0.1,Спортивная,Первая,0.1,Советская,Первая,1.5,Гагаринская,Первая,1.5,543.719859,1156659.0
5138,327.0,1022.0,ABB 4 M. VAKHITOVA        KAZAN       ,"переулок Вахитова, Казань, Республика Татарстан, Россия",55.7625,49.116493,-0.0850376560508537,Приволжский,Респ Татарстан,,г Казань,,Приволжский р-н,2.0,,ул Тимер Юл,,,,,,,,,,,,635.900158,1257391.0
2642,328.0,1022.0,ABB 10 MODELNAYA          KAZAN       ,"Модельная улица, 10, Казань, Республика Татарстан, Россия, 420054",55.748822,49.141799,-0.0998287626606413,Приволжский,Респ Татарстан,,г Казань,,Приволжский р-н,2.0,,ул Модельная,10,2.3,Аметьево,Центральная,2.3,Суконная слобода,Центральная,3.1,Горки,Центральная,3.3,635.900158,1257391.0
148,329.0,1022.0,ABB 2 LUSHNIKOVA          KAZAN       ,"улица Лушникова, 2, Казань, Республика Татарстан, Россия, 420034",55.818796,49.082348,-0.119007140407335,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Лушникова,2,1.0,Козья слобода,Центральная,1.0,Яшьлек (Юность),Центральная,1.0,Северный вокзал,Центральная,2.6,635.900158,1257391.0
149,330.0,1022.0,ABB 34 ENTUZIASTOV        CHEBOKSARY  ,"улица Энтузиастов, 34, Чебоксары, Чувашская Республика, Россия, 428010",56.118791,47.183606,-0.105078490525171,Приволжский,Чувашская республика - Чувашия,,г Чебоксары,,,2.0,,ул Энтузиастов,34,,,,,,,,,,,110.737463,497618.0
3907,331.0,1022.0,ABB 48 KARBYSHEVA         KAZAN       ,"улица Карбышева, 48, Казань, Республика Татарстан, Россия, 420087",55.760905,49.177471,-0.0802485617478279,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Карбышева,48,0.8,Горки,Центральная,0.8,Аметьево,Центральная,0.9,Проспект Победы,Центральная,2.2,635.900158,1257391.0
1259,332.0,32.0,"BRATEV LUKANINYKH, 1   KALUGA         ","улица Братьев Луканиных, 1, Калуга, Россия, 248033",54.496191,36.182577,-0.0326992751715133,Центральный,Калужская обл,,г Калуга,,,2.0,,ул Братьев Луканиных,1,,,,,,,,,,,166.765109,332039.0
6,335.0,32.0,"SHUKHOVA, 14           MOSCOW         ","улица Шухова, 14, Москва, Россия, 115162",55.716859,37.613063,-0.0246822352357643,Центральный,г Москва,,г Москва,Южный,,0.0,,ул Шухова,14,0.4,Шаболовская,Калужско-Рижская,0.4,Тульская,Серпуховско-Тимирязевская,1.0,Серпуховская,Серпуховско-Тимирязевская,1.3,2562.617022,12678079.0
2643,339.0,1022.0,ABB 16A VAKHITOVA PR.     NAB.CHELNY  ,"проспект Вахитова, 16А, Набережные Челны, Республика Татарстан, Россия, 423816",55.746603,52.424961,-0.085602128463501,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,пр-кт им Вахитова,16А,,,,,,,,,,,171.094508,533839.0
3908,342.0,1022.0,ABB 125 SH.USMANOVA       NAB.CHELNY  ,"улица Шамиля Усманова, 125, Набережные Челны, Республика Татарстан, Россия, 423828",55.771226,52.430944,-0.0800042191099653,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,ул Шамиля Усманова,125,,,,,,,,,,,171.094508,533839.0
5150,343.0,1022.0,ABB 49-22A DOMOSTROIT     NAB.CHELNY  ,"деревня Тябердино-Челны, Рыбно-Слободский район, Республика Татарстан, Россия",55.646289,50.656448,-0.0680299299207646,Приволжский,Респ Татарстан,Рыбно-Слободский р-н,,,,0.0,деревня Тябердино-Челны,,,,,,,,,,,,,68012.940556,3902888.0
3909,344.0,1022.0,ABB 51 SYUYUMBIKE PR.     NAB.CHELNY  ,"проспект Сююмбике, 51, Набережные Челны, Республика Татарстан, Россия",55.748822,52.400392,-0.145001231474755,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,ул Пушкина,4А,,,,,,,,,,,171.094508,533839.0
2644,345.0,1022.0,ABB 47A-1 M.DZHALILYA     NAB.CHELNY  ,"проспект Мусы Джалиля, 47, поселок ГЭС, Набережные Челны, Республика Татарстан, Россия, 423802",55.694114,52.308082,-0.136579241801474,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,пр-кт им Мусы Джалиля,47,,,,,,,,,,,171.094508,533839.0
5151,346.0,1022.0,ABB 52 20A MOSKOVSKIJ PR  NAB.CHELNY  ,"Московский проспект, 142, Набережные Челны, Республика Татарстан, Россия, 423827",55.749643,52.44512,-0.100464964785768,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,Московский пр-кт,142,,,,,,,,,,,171.094508,533839.0
150,347.0,1022.0,ABB 6B NAB-CHELNINSKIJ    NAB.CHELNY  ,"Респ Татарстан, г Набережные Челны",55.7434619,52.3959165,-0.145001231474755,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,,,,,,,,,,,,,171.094508,533839.0
1403,350.0,1022.0,ABB 120 CHULMAN           NAB.CHELNY  ,"проспект Чулман, 120, Набережные Челны, Республика Татарстан, Россия, 423826",55.773327,52.425518,-0.0985633834005003,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,пр-кт Чулман,120,,,,,,,,,,,171.094508,533839.0
5152,351.0,1022.0,ABB 33 A ADORATSKOGO      KAZAN       ,"улица Адоратского, 33А, Казань, Республика Татарстан, Россия, 420132",55.839117,49.14638,-0.030289797470722,Приволжский,Респ Татарстан,,г Казань,,Ново-Савиновский р-н,2.0,,ул Адоратского,33А,3.9,Козья слобода,Центральная,3.9,Северный вокзал,Центральная,4.0,Яшьлек (Юность),Центральная,4.2,635.900158,1257391.0
2645,352.0,1022.0,ABB 54 K4 YAMASHEVA PR.   KAZAN       ,"проспект Ямашева, 54к4, Казань, Республика Татарстан, Россия, 420103",55.827727,49.131001,-0.113193131016822,Приволжский,Респ Татарстан,,г Казань,,,2.0,,пр-кт Ямашева,54,2.4,Козья слобода,Центральная,2.4,Яшьлек (Юность),Центральная,3.0,Северный вокзал,Центральная,3.4,635.900158,1257391.0
5153,353.0,1022.0,ABB 18A GIDROSTROITELEJ   NAB.CHELNY  ,"улица Гидростроителей, 18А, поселок ГЭС, Набережные Челны, Республика Татарстан, Россия, 423800",55.686477,52.294912,-0.118761681009736,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,ул Гидростроителей,18А,,,,,,,,,,,171.094508,533839.0
151,354.0,1022.0,ABB 36A MAMADYSHSKIJ      KAZAN       ,"Мамадышский тракт, 36, Казань, Республика Татарстан, Россия",55.795317,49.229447,-0.107210778508708,Приволжский,Респ Татарстан,,г Казань,,Советский р-н,2.0,,ул Мамадышский Тракт,36,4.6,Горки,Центральная,4.6,,,,,,,635.900158,1257391.0
5154,355.0,1022.0,"ABB 138A,K2 ORENBURGSKIJ  KAZAN       ","Оренбургский тракт, 138Ак2, Казань, Республика Татарстан, Россия",55.7331131,49.1835227,-0.111330239930764,Приволжский,Респ Татарстан,,г Казань,,Приволжский р-н,2.0,,ул Оренбургский Тракт,138а,2.4,Проспект Победы,Центральная,2.4,Дубравная,Центральная,2.5,Горки,Центральная,3.1,635.900158,1257391.0
3910,356.0,1022.0,ABB 33 40 LET POBEDY      CHISTOPOL   ,"улица 40 лет Победы, 33, Чистополь, Республика Татарстан, Россия, 422985",55.352485,50.641222,-0.0958351838406467,Приволжский,Респ Татарстан,Чистопольский р-н,г Чистополь,,,1.0,,ул 40 лет Победы,33,,,,,,,,,,,29.52625,59446.0
3911,357.0,1022.0,ABB 72 YULIUSA FUCHIKA    KAZAN       ,"улица Юлиуса Фучика, 72, Казань, Республика Татарстан, Россия, 420141",55.755844,49.232358,-0.0513566619711028,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Юлиуса Фучика,72,1.6,Дубравная,Центральная,1.6,Проспект Победы,Центральная,1.7,Горки,Центральная,2.7,635.900158,1257391.0
7,358.0,32.0,"ADMIRALA FOKINA, 25    VLADIVOSTOK    ","улица Адмирала Фокина, 25, Владивосток, Приморский край, Россия, 690091",43.117174,131.885503,-0.133425883496232,Дальневосточный,Приморский край,,г Владивосток,,,2.0,,ул Адмирала Фокина,25,,,,,,,,,,,329.591077,606561.0
3762,360.0,32.0,"PR.T POBEDY, 2.2       PETROPAVLOVSK  ","проспект Победы, 2/2, Петропавловск-Камчатский, Камчатский край, Россия, 683023",53.069613,158.616698,-0.0225693230572344,Дальневосточный,Камчатский край,,г Петропавловск-Камчатский,,,2.0,,ул Кавказская,40,,,,,,,,,,,362.374024,179586.0
3763,361.0,32.0,"KHOROSHEVSKOE SHOSSE,32MOSCOW         ","Хорошёвское шоссе, 32, Москва, Россия, 123007",55.774781,37.540524,0.0854315116727284,Центральный,г Москва,,г Москва,Северный,Хорошевский р-н,0.0,,Хорошёвское шоссе,,0.3,Беговая,Таганско-Краснопресненская,0.3,Беговая,Белорусско-Савеловский,0.6,Хорошевская,Большая кольцевая линия,1.3,2562.617022,12678079.0
3895,362.0,1022.0,ABB 27 LENINGRADSKAYA     KAZAN       ,"Ленинградская улица, 27, Казань, Республика Татарстан, Россия, 420037",55.863247,49.084908,-0.0669408436863903,Приволжский,Респ Татарстан,,г Казань,,Авиастроительный р-н,2.0,,ул Ленинградская,27,0.8,Авиастроительная,Центральная,0.8,Северный вокзал,Центральная,2.4,Яшьлек (Юность),Центральная,3.9,635.900158,1257391.0
3912,363.0,1022.0,ABB 132 BEBELYA           CHISTOPOL   ,"улица Бебеля, 132, Чистополь, Республика Татарстан, Россия, 422980",55.369807,50.640503,-0.11132013060223,Приволжский,Респ Татарстан,Чистопольский р-н,г Чистополь,,,1.0,,ул Бебеля,132,,,,,,,,,,,29.52625,59446.0
1404,364.0,1022.0,ABB 65 YASHLEK PR.        NAB.CHELNY  ,"проспект Яшьлек, 64, Набережные Челны, Республика Татарстан, Россия",55.762135,52.447033,-0.145001231474755,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,пр-кт Яшьлек,,,,,,,,,,,,171.094508,533839.0
152,365.0,1022.0,ABB 50A POBEDY PR.        KAZAN       ,"проспект Победы, 50А, Казань, Республика Татарстан, Россия, 420138",55.748919,49.207573,-0.0699124796775785,Приволжский,Респ Татарстан,,г Казань,,,2.0,,пр-кт Победы,50А,0.1,Проспект Победы,Центральная,0.1,Дубравная,Центральная,0.9,Горки,Центральная,1.7,635.900158,1257391.0
1405,366.0,1022.0,ABB 16A VAKHITOVA         NAB.CHELNY  ,"проспект Вахитова, 16А, Набережные Челны, Республика Татарстан, Россия, 423816",55.746603,52.424961,-0.123853693839015,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,пр-кт им Вахитова,16А,,,,,,,,,,,171.094508,533839.0
2646,367.0,1022.0,ABB 66 ZALESNAYA          KAZAN       ,"Залесная улица, 66, Казань, Республика Татарстан, Россия, 420076",55.850403,48.895103,-0.0414129627845493,Приволжский,Респ Татарстан,,г Казань,,Кировский р-н,2.0,,ул Залесная,66,,,,,,,,,,,635.900158,1257391.0
1406,368.0,1022.0,ABB 8 ERSHOVA             KAZAN       ,"улица Николая Ершова, 8, Казань, Республика Татарстан, Россия, 420061",55.792033,49.154258,-0.0943547485711637,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Николая Ершова,8,1.8,Суконная слобода,Центральная,1.8,Площадь Тукая,Центральная,2.1,Аметьево,Центральная,3.0,635.900158,1257391.0
153,369.0,1022.0,ABB 77 ZORGE              KAZAN       ,"улица Рихарда Зорге, 77, Казань, Республика Татарстан, Россия, 420110",55.747627,49.214338,-0.0756281807836549,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Рихарда Зорге,77,0.5,Проспект Победы,Центральная,0.5,Дубравная,Центральная,0.5,Горки,Центральная,2.1,635.900158,1257391.0
154,370.0,1022.0,ABB 65 SHAMILYA USMANOVA  NAB.CHELNY  ,"улица Шамиля Усманова, 65, Набережные Челны, Республика Татарстан, Россия, 423831",55.749268,52.391697,-0.0985159317290801,Приволжский,Респ Татарстан,,г Набережные Челны,,,0.0,,ул Шамиля Усманова,65,,,,,,,,,,,171.094508,533839.0
5139,371.0,1022.0,ABB 16 GARIFA AKHUNOVA    KAZAN       ,"улица Гарифа Ахунова, 16, Казань, Республика Татарстан, Россия, 420064",55.72814,49.175854,-0.0769174387674445,Приволжский,Респ Татарстан,,г Казань,,Приволжский р-н,2.0,,ул Гарифа Ахунова,16,,,,,,,,,,,635.900158,1257391.0
155,372.0,1022.0,"ABB 168 B. KRASNAYA       VYS.GORA,   ","Большая Красная улица, 168, село Высокая Гора, Высокогорский район, Республика Татарстан, Россия, 422701",55.918933,49.312991,-0.0308774824841193,Приволжский,Респ Татарстан,Высокогорский р-н,,,,0.0,село Высокая Гора,ул Б.Красная,168,,,,,,,,,,,68012.940556,3902888.0
5403,373.0,3185.5,"Betankura ul., 1          N. Novgorod ","улица Бетанкура, 1, Нижний Новгород, Россия, 603070",56.339397,43.956211,-0.116146421363781,Приволжский,Нижегородская обл,,г Нижний Новгород,,Канавинский р-н,2.0,,ул Бетанкура,1,0.6,Стрелка,Сормовско-Мещерская,0.6,Московская,Сормовско-Мещерская,1.9,Московская,Автозаводская,2.1,316.710804,1252236.0
156,375.0,1022.0,ABB 32 LENINGRADSKAYA     KAZAN       ,"Ленинградская улица, 32, Казань, Республика Татарстан, Россия, 420037",55.866793,49.088214,-0.0899353745453752,Приволжский,Респ Татарстан,,г Казань,,Авиастроительный р-н,2.0,,ул Ленинградская,32,1.2,Авиастроительная,Центральная,1.2,Северный вокзал,Центральная,2.8,Яшьлек (Юность),Центральная,4.3,635.900158,1257391.0
1407,376.0,1022.0,ABB 9 MINSKAYA            KAZAN       ,"Минская улица, 9, Казань, Республика Татарстан, Россия, 420140",55.773449,49.230408,-0.100910009923709,Приволжский,Респ Татарстан,,г Казань,,Советский р-н,2.0,,ул Минская,,2.9,Горки,Центральная,2.9,Проспект Победы,Центральная,3.0,Дубравная,Центральная,3.4,635.900158,1257391.0
157,377.0,1022.0,ABB 113A LENINA           ALMETEVSK   ,"улица Ленина, 113А, Альметьевск, Республика Татарстан, Россия, 423461",54.898178,52.272481,-0.0655204796020988,Приволжский,Респ Татарстан,Альметьевский р-н,г Альметьевск,,,1.0,,ул Ленина,,,,,,,,,,,,0.0,158429.0
2647,379.0,1022.0,ABB 13 KLARY CETKIN       KAZAN       ,"улица Клары Цеткин, 13, Казань, Республика Татарстан, Россия, 420030",55.798677,49.05972,-0.0408195772619705,Приволжский,Респ Татарстан,,г Казань,,Кировский р-н,2.0,,ул Клары Цеткин,13,2.9,Кремлевская,Центральная,2.9,Козья слобода,Центральная,3.2,Яшьлек (Юность),Центральная,3.5,635.900158,1257391.0
2648,380.0,1022.0,ABB 110V PAVLYUKHINA      KAZAN       ,"улица Павлюхина, 110, Казань, Республика Татарстан, Россия, 420059",55.768532,49.145401,-0.145001231474755,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Павлюхина,110,1.0,Суконная слобода,Центральная,1.0,Аметьево,Центральная,1.3,Площадь Тукая,Центральная,2.5,635.900158,1257391.0
1408,381.0,1022.0,ABB 13 KAZAKOVA           ALEKSEEVSKOE,"улица Казакова, 13, поселок городского типа Алексеевское, Алексеевский район, Республика Татарстан, Россия, 422900",55.302007,50.108889,-0.0772106608897258,Приволжский,Респ Татарстан,Алексеевский р-н,,,,1.0,пгт Алексеевское,ул Казакова,13,,,,,,,,,,,68012.940556,3902888.0
5140,382.0,1022.0,ABB 100 RIKHARDA ZORGE    KAZAN       ,"улица Рихарда Зорге, 100, Казань, Республика Татарстан, Россия, 420139",55.741733,49.221183,-0.0812205441774127,Приволжский,Респ Татарстан,,г Казань,,,2.0,,ул Рихарда Зорге,100,0.2,Дубравная,Центральная,0.2,Проспект Победы,Центральная,1.3,Горки,Центральная,2.9,635.900158,1257391.0
1409,383.0,1022.0,ABB 11 USPENSKAYA         JOSHKAR-OLA ,"Успенская улица, 11, Йошкар-Ола, Республика Марий Эл, Россия, 424006",56.629169,47.884804,-0.109016590645046,Приволжский,Респ Марий Эл,,г Йошкар-Ола,,,2.0,,ул Успенская,11,,,,,,,,,,,87.299587,274715.0
2871,385.0,3185.5,"VerkhnePecherskaya ul., 1 N. Novgorod ","Верхнепечёрская улица, 1, Нижний Новгород, Россия",56.299056,44.066425,-0.125446583391955,Приволжский,Нижегородская обл,,г Нижний Новгород,,Нижегородский р-н,2.0,,ул Верхне-Печерская,1,4.7,Горьковская,Автозаводская,4.7,,,,,,,316.710804,1252236.0
1439,386.0,1942.0,NIKOLAYA OTRADY 1         VOLGOGRAD   ,"улица Николая Отрады, 1, Волгоград, Россия, 400033",48.818515,44.629121,-0.0061375108872998,Южный,Волгоградская обл,,г Волгоград,,Тракторозаводский р-н,2.0,,ул им. Николая Отрады,1,,,,,,,,,,,861.555578,1008998.0
5190,387.0,1942.0,2 K.MARKSA STR            IZHEVSK     ,"улица Карла Маркса, 2, Ижевск, Удмуртская Республика, Россия, 426032",56.820833,53.208903,-0.0740725931413611,Приволжский,Удмуртская Респ,,г Ижевск,,,2.0,,ул Карла Маркса,2,,,,,,,,,,,318.372702,648146.0
2670,388.0,1942.0,199 SHIROTNAYA STR.       TYUMEN      ,"Широтная улица, 199, Тюмень, Россия, 625053",57.096367,65.62486,0.0483587929882259,Уральский,Тюменская обл,,г Тюмень,,,2.0,,ул Широтная,199,,,,,,,,,,,472.867907,807271.0
1440,389.0,1942.0,3A OPTIKOV STR.           S.-PETERBURG,"улица Оптиков, 3, Санкт-Петербург, Россия, 197372",59.997145,30.248962,0.0265916094140214,Северо-Западный,г Санкт-Петербург,,г Санкт-Петербург,,Приморский р-н,0.0,,ул Оптиков,,0.9,Старая деревня,Фрунзенско-Приморская,0.9,Комендантский проспект,Фрунзенско-Приморская,1.4,Пионерская,Московско-Петроградская,2.7,2293.98675,5398064.0
186,390.0,1942.0,11 KATUKOVA STR.          LIPETSK     ,"улица Катукова, 11, Липецк, Россия, 398004",52.580418,39.527436,0.0700039702466421,Центральный,Липецкая обл,,г Липецк,,Октябрьский округ,2.0,,ул Катукова,11,,,,,,,,,,,233.131376,508573.0
3945,392.0,1942.0,83 LENINA                 USOLIE-SIBIR,"улица Ленина, 83, Усолье-Сибирское, Иркутская область, Россия",52.756593,103.639721,0.0315416617764921,Сибирский,Иркутская обл,,г Усолье-Сибирское,,,0.0,,ул Ленина,83,,,,,,,,,,,79.008724,76047.0
